YEARMADERANGE,WALLTYPE,ROOFTYPE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,BATTOOLS,INTERNET,WELLPUMP,AQUARIUM,STEREO,HEATROOM,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
4,1,0,2,1,0,0,0,9,2,1,0,10,0,1,1,4,3,2,0,8,0,0,2,2,1,4,4,2,8,2,0,2,1,0,0,0,5,0,0,0,0,0,0,0,1,0,24,1,4,4,1,0,0,0,0,1,6,5,1,63,0,87500,0,1031,1031,413,4217,0.55
8,1,5,5,2,1,1,1,9,4,1,0,7,1,1,2,3,4,3,0,5,13,3,6,2,1,12,12,2,2,2,0,2,1,0,0,1,4,1,1,8,3,1,3,2,0,0,109,0,12,2,0,0,1,1,1,1,1,5,8,18,0,57500,0,3044,1322,2644,29740,0.51
6,1,5,4,2,1,1,0,6,2,0,0,7,0,1,2,5,5,7,0,8,13,3,1,2,5,2,4,3,5,5,1,10,1,1,0,0,8,0,0,8,2,1,4,3,1,0,110,0,18,3,1,0,0,0,1,2,1,6,5,29.2,1,130000,0,3540,3140,3140,19483,0.53
7,3,3,2,1,0,0,0,1,1,0,1,5,0,0,1,4,4,2,0,0,7,3,1,3,2,4,8,1,2,0,0,0,0,1,0,0,4,0,0,4,1,1,0,0,1,0,14.5,0,12,2,0,0,1,0,0,1,1,2,2,22.5,0,62500,0,728,728,728,7551,0.36
5,2,6,2,1,1,1,1,9,4,1,1,18,1,1,1,5,3,7,0,2,3,3,3,2,2,4,4,3,5,5,5,2,1,0,0,0,5,0,0,5,3,1,1,1,1,0,53,1,7,4,1,0,1,0,1,0,1,5,3,72,1,62500,0,3692,1732,1732,5879,0.57
1,2,6,4,2,0,0,0,6,2,0,0,7,0,1,2,5,4,3,0,3,3,3,3,1,2,2,2,3,1,2,10,6,1,0,0,0,9,0,0,0,0,0,0,0,0,0,126,0,18,3,1,0,1,0,0,2,1,3,2,56.5,0,110000,0,2768,2524,413,8537,0.6
1,3,6,4,2,0,0,1,3,4,0,1,5,1,0,1,3,5,17,0,2,3,1,3,1,1,4,4,1,1,0,0,2,1,0,0,1,7,0,0,0,0,0,3,3,0,0,12.5,0,22,4,1,0,0,0,1,1,2,4,4,66.75,1,72500,0,3819,2240,320,10996,0.52
2,7,0,2,2,0,0,1,3,1,0,1,5,1,0,1,1,2,3,0,1,0,0,3,1,3,4,1,1,2,0,0,2,1,0,0,0,4,0,1,4,2,1,3,2,0,0,5,1,2,3,0,0,1,1,1,0,2,2,1,67,1,37500,0,930,930,930,13096,0.4
5,3,0,1,1,0,0,1,6,2,0,1,5,1,1,1,4,4,3,0,0,0,0,2,2,2,4,4,0,0,0,0,0,0,0,0,1,4,0,1,4,3,0,1,0,1,0,2.5,1,2,3,0,0,1,1,1,1,2,2,2,40.5,0,52500,0,942,942,942,11583,0.46
3,2,2,5,2,0,0,0,1,2,0,0,1,0,0,1,4,4,7,0,0,0,0,3,2,1,2,4,3,10,2,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,10,0,18,2,1,0,1,0,0,1,1,3,3,20.666666666666668,0,27500,0,2112,1056,528,9555,0.52
5,3,5,3,2,0,1,1,9,2,1,0,10,1,1,2,4,3,7,1,3,7,3,4,3,4,4,4,3,8,2,1,6,1,1,0,1,7,0,0,0,0,0,6,3,0,0,13,0,18,4,0,0,0,0,1,1,1,2,2,42.5,0,130000,0,3566,1678,719,13765,0.56
1,3,5,2,1,0,0,1,6,2,1,1,1,1,1,2,4,2,7,0,0,3,3,4,2,2,4,4,0,0,0,0,2,0,0,0,0,5,0,0,5,3,0,3,2,1,0,2.5,0,7,4,1,0,1,0,1,0,1,2,2,71,1,32500,0,1645,1645,1645,5656,0.57
2,2,5,2,1,0,0,0,9,3,1,0,10,0,1,1,4,5,3,0,0,1,3,5,3,3,12,12,2,10,2,0,10,1,0,0,0,5,0,0,0,0,0,3,3,1,0,10.5,0,7,2,1,0,1,0,0,0,1,1,2,35.5,0,37500,0,1836,1836,734,11007,0.53
4,1,0,1,1,0,0,1,3,0,0,1,10,1,0,1,4,3,22,0,0,0,0,2,2,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,42,1,2,4,1,0,0,0,1,0,6,1,2,86.5,1,3750,1,650,650,0,3680,0.5
2,3,8,1,1,0,0,0,3,3,0,0,3,0,1,1,4,4,3,0,3,3,3,2,2,2,2,4,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,1,1,0,0,5,0,7,3,1,0,0,0,0,2,1,4,1,56,0,62500,0,1696,848,424,6757,0.69
5,3,0,2,1,0,0,1,3,3,0,0,5,1,1,1,1,3,7,0,1,3,2,1,2,2,4,12,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,3,3,0,0,23.5,1,7,3,0,0,1,1,1,2,1,1,1,63,1,12500,1,928,742,371,11074,0.44
5,1,0,2,2,0,0,1,1,3,0,1,5,1,1,1,4,3,3,0,1,3,3,2,2,2,4,4,1,2,0,0,2,1,0,0,0,4,0,1,4,3,1,3,3,0,0,7.5,0,2,4,1,0,0,1,1,1,1,7,1,26,0,62500,0,831,831,831,7882,0.39
8,1,2,5,3,0,1,1,3,4,1,0,7,1,1,2,1,4,3,1,1,3,3,5,2,1,1,8,1,5,0,0,2,1,0,0,0,10,0,0,10,3,0,7,3,0,1,141,1,22,2,1,0,1,0,1,0,2,3,3,76,1,42500,0,5005,4355,4355,23104,0.47
4,4,2,3,2,0,1,0,1,2,1,1,5,1,0,1,5,4,2,0,1,1,3,2,2,2,2,2,2,5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,12,3,1,0,0,0,1,1,4,5,2,30,0,130000,0,1526,0,0,7100,0.49
2,2,3,2,1,0,1,1,9,3,0,0,10,1,1,2,4,4,7,1,3,13,3,1,2,1,2,4,2,10,2,0,0,1,1,0,0,4,0,0,4,3,0,1,2,1,0,41.5,0,7,2,0,0,1,0,1,1,1,5,4,22.75,0,47500,0,1188,788,788,15239,0.38
1,3,5,2,1,0,0,0,1,2,0,0,18,0,1,1,2,4,3,1,5,3,3,5,3,2,8,4,1,2,0,0,2,1,0,0,1,6,0,0,0,0,0,3,3,0,0,28,0,22,2,1,0,0,0,0,1,2,6,6,23.666666666666668,0,130000,0,3123,2585,1834,8389,0.51
4,4,0,1,1,0,0,1,6,4,0,1,7,1,0,1,4,3,12,0,0,0,0,1,2,1,8,8,1,1,0,0,2,1,0,0,0,3,0,1,0,0,0,0,0,1,0,16,1,4,3,0,0,1,1,1,0,1,4,2,66,1,27500,0,521,521,174,2670,0.47
3,1,5,3,1,0,0,0,6,4,0,0,5,0,0,1,4,4,7,1,0,7,0,2,2,1,12,12,2,2,1,0,2,1,0,0,1,5,0,0,5,3,0,0,0,1,0,31.5,0,12,2,1,0,0,0,0,0,1,0,2,35.5,0,8750,1,986,986,986,10089,0.42
7,3,0,1,1,0,0,1,1,2,0,0,18,1,1,1,4,3,7,0,0,0,0,1,3,1,12,4,0,0,0,0,0,0,0,0,0,3,0,1,3,2,0,0,0,0,0,25,0,2,2,0,0,1,1,1,0,1,2,1,38,0,3750,1,505,505,505,8904,0.45
4,1,5,5,2,1,1,0,6,3,1,0,10,0,0,2,4,4,3,1,3,7,2,2,3,2,8,4,4,5,5,5,2,1,0,0,0,10,0,0,6,1,1,5,2,0,0,0,1,18,4,1,0,0,0,0,0,1,4,4,43,1,77500,0,1620,1370,599,12734,0.54
6,2,5,3,2,1,0,1,9,3,1,1,10,1,1,1,4,3,22,0,5,3,3,2,3,2,4,4,2,1,1,0,2,1,0,0,1,5,1,0,5,3,1,4,3,0,0,25,0,12,3,1,0,0,0,1,1,1,5,3,22.666666666666668,0,72500,0,1568,1307,1307,5826,0.48
2,3,6,4,3,0,1,0,6,2,1,1,5,0,0,2,5,4,2,1,1,3,2,4,3,2,8,8,3,2,1,1,2,1,0,0,0,7,0,0,0,0,0,3,1,0,0,21,0,18,3,1,0,1,0,0,1,1,4,2,38,0,130000,0,6665,4351,1243,4615,0.53
5,1,0,2,2,0,0,0,1,4,0,0,18,0,0,1,1,3,3,1,0,0,0,2,2,2,12,8,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,50.5,0,12,4,1,0,0,0,0,0,2,4,7,16.142857142857142,0,27500,1,677,677,0,5948,0.48
3,1,6,2,1,0,0,1,0,2,1,0,1,1,0,1,4,3,7,0,1,0,3,2,2,1,4,2,1,1,0,0,2,1,0,0,0,4,0,1,4,2,1,0,0,0,0,0,0,7,3,0,0,1,1,1,0,1,4,1,54,0,8750,1,897,897,897,20418,0.53
4,3,5,2,2,0,1,0,9,3,1,0,5,0,1,1,3,5,12,0,3,3,3,4,3,3,8,8,2,2,2,0,6,1,0,0,0,5,0,0,5,3,1,0,0,1,0,21,1,12,3,1,0,0,0,0,2,1,3,2,60,1,82500,0,1792,1542,1542,6242,0.48
2,1,6,3,1,1,0,0,9,2,0,0,7,0,1,2,3,5,3,0,0,13,3,5,2,2,12,12,2,5,1,0,2,1,0,0,0,5,0,0,5,3,0,1,1,0,0,29,0,12,4,1,0,0,0,0,0,1,1,4,43.5,0,62500,0,1710,1710,1710,13437,0.61
7,1,5,3,2,0,1,0,1,2,0,0,7,0,0,1,5,4,7,0,1,1,3,2,3,4,4,4,3,10,5,5,2,1,0,0,0,7,0,0,7,3,0,1,1,0,0,53,0,12,3,1,0,0,0,0,0,4,2,4,41.5,0,17500,1,2958,2558,2558,14805,0.41
4,3,3,3,1,1,0,1,9,3,0,0,7,1,1,1,4,3,12,1,0,3,3,2,2,2,4,4,0,0,0,0,2,0,0,0,0,6,0,1,0,0,0,4,3,1,0,38.5,0,7,4,0,0,1,1,1,1,1,2,2,58.5,0,37500,0,1147,1147,574,16540,0.45
1,3,0,2,1,0,0,0,1,2,0,1,5,0,1,1,4,3,12,0,0,0,0,2,1,1,4,8,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2.5,0,7,3,1,0,0,0,0,0,1,3,1,66,1,52500,0,691,691,0,3073,0.55
1,1,0,2,2,0,0,0,1,2,0,1,10,0,1,1,3,4,17,0,5,3,3,4,2,2,12,12,2,5,5,0,2,1,0,0,1,5,0,0,0,0,0,0,0,1,0,37,0,18,4,1,0,0,0,0,1,2,8,1,67,1,110000,0,1181,1181,0,5715,0.58
8,3,5,5,3,1,1,0,6,2,0,0,5,0,0,2,3,4,3,0,3,7,3,7,3,3,8,8,4,5,8,5,2,1,0,0,0,10,0,0,10,2,1,0,0,0,0,29,0,18,3,1,0,1,0,0,1,2,3,2,51.5,0,92500,0,4536,4136,4136,13630,0.4
1,1,0,1,1,0,0,1,6,2,1,0,5,1,1,1,4,3,7,0,0,0,0,2,2,1,12,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,34.5,0,7,3,1,0,1,0,1,0,1,2,1,57,0,8750,1,756,756,0,5492,0.55
6,1,0,4,1,0,0,1,6,4,1,0,18,1,0,2,4,4,2,0,3,0,0,2,3,2,4,4,3,5,5,5,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,27.5,0,7,2,1,0,0,0,1,2,1,3,3,22,0,17500,1,1141,1141,190,5013,0.6
1,3,3,3,1,0,0,1,3,2,0,0,7,1,1,1,3,4,22,1,1,3,3,1,3,1,4,4,1,5,0,0,0,1,1,0,0,3,0,1,3,1,0,5,3,1,0,7.5,0,12,4,0,0,0,1,1,0,1,2,2,66,1,27500,0,2655,1593,1593,18771,0.37
8,6,5,3,2,1,1,0,6,2,0,0,5,0,1,1,3,4,3,0,1,3,3,3,3,2,4,4,1,1,0,0,0,1,0,0,1,7,0,0,7,3,1,3,2,0,0,5,0,22,4,1,0,1,0,1,2,1,3,2,55,1,130000,0,2976,1088,1088,12608,0.4
1,3,2,4,1,1,0,1,16,4,0,0,5,1,1,2,3,3,3,1,0,13,3,5,2,1,4,4,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,1,1,0,16,0,22,2,1,0,0,0,1,0,1,2,3,35,0,12500,1,2652,1245,0,11785,0.6
4,2,2,3,2,2,1,0,6,4,1,0,7,1,1,1,3,5,12,1,2,7,3,1,3,4,4,4,2,10,2,0,2,1,0,0,0,8,0,0,8,3,0,2,2,1,0,53,1,18,3,1,0,0,0,1,1,1,7,2,61,0,110000,0,5149,4499,2843,11857,0.51
1,3,6,3,1,0,0,0,3,0,0,1,7,0,0,1,3,4,3,0,0,3,3,1,3,3,2,2,1,2,0,0,6,1,0,1,1,7,0,0,0,0,0,3,2,0,1,7.5,0,18,4,1,0,0,0,0,1,1,2,1,39,0,77500,0,2119,1354,193,5664,0.52
2,4,5,3,1,0,1,0,1,4,1,0,7,0,0,1,3,3,7,0,0,1,3,2,2,1,4,8,1,1,0,0,2,1,0,0,1,5,0,0,0,0,0,3,2,0,0,2.5,0,7,3,1,0,0,0,0,2,1,3,1,65,1,17500,0,1225,825,0,2592,0.43
2,2,0,2,1,1,0,1,16,3,1,1,5,1,1,1,3,4,7,0,0,0,0,2,3,2,4,4,3,10,8,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,4,2,0,0,0,1,1,1,1,5,3,22.666666666666668,0,47500,0,1220,0,0,3411,0.34
4,1,5,4,2,1,1,0,0,0,0,0,10,0,0,1,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,45,1,12,4,1,0,0,0,0,0,1,3,1,43,0,12500,1,2200,1286,0,2676,0.56
2,2,5,3,1,0,0,0,6,1,0,0,5,0,1,1,5,4,7,0,0,7,3,2,3,1,12,12,1,1,0,0,0,0,0,0,1,6,0,0,6,3,0,5,3,0,0,7.5,0,12,2,1,0,1,0,0,1,1,2,3,40,0,67500,0,1440,1440,1440,13664,0.52
6,3,3,3,1,0,0,1,1,2,0,0,18,1,1,1,4,4,12,0,0,3,3,1,2,2,4,4,0,0,0,0,2,0,1,0,0,4,0,1,0,0,0,1,1,0,0,21,0,7,2,0,0,1,1,1,0,1,2,4,29,0,52500,0,1000,1000,250,13699,0.38
6,4,5,3,2,0,1,1,6,3,1,0,10,1,1,1,4,3,7,0,2,7,3,2,3,1,4,2,1,1,0,0,2,1,1,0,1,5,0,1,5,3,1,6,3,1,0,0,1,7,3,1,0,1,1,1,1,1,4,2,62,0,110000,0,2076,1676,1676,10415,0.53
6,4,6,2,1,0,0,1,0,4,1,1,7,1,0,1,1,3,7,0,0,3,3,1,1,1,4,4,1,2,0,0,2,1,0,0,0,4,0,0,4,1,1,0,0,0,0,18.5,0,4,2,1,0,0,0,1,2,4,2,2,72,1,3750,1,1012,810,810,4001,0.43
6,3,5,3,2,1,0,1,9,2,1,0,7,1,1,2,3,5,12,0,8,7,3,4,2,1,8,12,2,5,1,0,2,1,1,1,1,4,1,1,4,3,0,4,3,1,0,138,0,12,3,0,0,1,1,1,0,1,6,3,39.666666666666664,0,47500,0,2819,2819,1717,23275,0.44
1,1,8,3,2,0,0,0,1,4,1,0,18,0,0,1,4,2,12,1,0,7,3,5,3,3,8,12,1,2,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,2.5,0,7,4,1,0,1,0,0,2,2,2,4,20,0,32500,1,1757,1757,669,18120,0.52
8,6,4,3,2,0,1,1,6,2,1,1,5,1,0,1,3,4,2,0,5,7,3,4,3,2,2,4,2,5,1,0,0,1,0,0,0,5,0,1,5,3,0,2,1,0,0,5,0,7,2,0,0,1,1,1,1,1,5,4,15.25,0,47500,0,1769,1519,1519,16917,0.52
8,3,6,2,1,1,0,1,6,4,0,0,5,1,0,1,4,3,3,0,1,1,3,1,3,2,2,2,1,2,0,0,0,1,0,0,1,4,0,0,4,1,1,1,1,0,0,5,0,18,3,1,0,0,0,1,1,1,3,1,25,0,27500,0,1008,1008,1008,1459,0.55
7,4,5,3,2,1,1,1,6,2,1,0,7,1,0,1,3,4,3,0,1,7,3,4,3,2,2,4,2,2,1,0,2,1,0,0,1,7,0,1,7,3,1,4,3,0,0,70,1,12,3,0,0,1,1,1,1,1,2,2,38,0,67500,0,2460,2060,2060,11429,0.37
3,1,0,3,2,0,0,0,3,2,1,0,7,0,0,1,4,4,12,1,0,7,0,2,2,2,2,2,1,2,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,39.5,0,4,4,1,0,0,0,0,0,2,1,3,22,0,17500,1,700,700,0,7448,0.6
3,1,5,1,1,0,0,1,3,3,0,0,18,1,0,1,4,3,7,0,0,0,0,1,1,1,12,12,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2.5,0,7,3,1,0,0,0,1,0,2,3,1,55,0,8750,1,694,694,0,1955,0.57
5,7,5,3,2,0,0,1,3,2,1,1,7,1,0,1,4,3,2,0,3,7,2,2,2,1,2,2,2,8,5,0,0,1,0,0,0,6,0,0,6,1,1,0,0,0,0,7.5,0,7,3,1,0,1,0,1,1,1,3,2,24,0,32500,0,1488,1364,1364,7197,0.56
5,2,5,3,1,1,1,1,9,2,0,1,7,1,1,1,3,4,7,0,0,3,3,3,1,1,2,4,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,7,3,1,0,0,0,1,1,4,5,3,41,0,97500,0,1799,0,0,6840,0.55
8,3,5,3,3,1,1,0,6,3,1,1,7,0,0,1,5,5,2,0,5,3,3,4,3,2,2,4,4,10,2,1,6,1,0,0,0,7,0,0,7,3,1,6,2,0,0,67.5,0,18,4,1,0,0,0,0,2,1,3,2,53.5,0,130000,0,5658,5258,5258,18296,0.42
7,1,5,5,3,1,1,1,1,2,1,0,5,1,1,2,3,4,7,0,3,3,3,4,3,2,8,4,1,2,0,0,2,1,0,0,0,9,0,1,9,3,1,7,1,0,0,2.5,0,22,4,1,0,1,1,1,0,1,2,2,68,1,2000,1,2680,2280,2280,19227,0.39
6,4,5,3,2,0,1,1,3,4,0,0,10,1,1,2,3,4,7,1,1,1,3,2,3,2,2,2,2,8,2,0,2,1,1,0,0,6,0,1,6,2,1,5,1,0,0,34.5,1,12,3,0,0,1,1,1,0,1,3,2,66,1,47500,0,4160,3760,3760,16351,0.37
6,1,0,0,1,0,0,1,0,2,1,1,1,1,0,1,4,3,7,0,0,0,0,1,3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2.5,0,4,2,1,0,0,0,1,0,1,1,1,85,1,37500,0,702,702,702,2550,0.57
5,1,5,3,2,0,0,0,6,2,0,0,7,1,0,1,4,3,3,0,8,7,3,2,3,2,8,8,0,0,0,0,2,0,0,0,0,5,0,1,5,3,1,4,1,0,0,52.5,0,12,4,0,0,1,1,1,1,1,5,6,20,0,52500,0,1470,1470,1470,21537,0.37
3,7,2,3,2,0,1,1,1,4,0,0,7,1,0,2,4,3,3,0,1,1,0,2,2,1,2,8,1,10,0,0,2,1,0,0,0,6,0,1,6,1,1,3,0,1,0,22.5,1,12,3,0,0,1,1,1,1,2,2,6,24,0,47500,0,2730,2330,2330,17339,0.39
6,1,0,2,2,0,0,1,6,1,0,1,10,1,1,1,3,3,3,0,5,3,2,2,2,3,4,8,2,10,2,0,2,1,0,0,1,3,0,1,3,1,0,3,3,0,1,34.5,1,7,4,1,0,1,1,1,0,1,5,1,59,1,22500,0,1361,1361,1361,7524,0.4
3,2,1,2,1,0,0,1,1,3,0,0,18,1,0,1,4,3,12,0,0,0,0,1,2,1,8,4,1,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,8,0,7,4,1,0,0,0,1,0,1,3,5,15.6,0,42500,0,782,196,0,4606,0.46
2,3,5,3,1,0,0,1,3,2,0,1,7,1,1,1,4,3,2,1,3,7,3,2,2,1,4,8,4,5,5,2,0,1,0,1,1,5,0,0,0,0,0,1,1,0,0,13,0,12,2,1,0,1,0,1,2,1,4,3,22.333333333333332,0,27500,0,2496,2288,416,6396,0.53
5,1,0,1,1,0,0,1,9,3,0,1,7,1,1,1,1,3,22,0,1,0,0,2,2,2,4,4,1,2,0,0,2,1,0,0,0,1,0,1,4,1,0,1,0,0,0,10.5,0,4,4,0,0,1,1,1,1,1,4,1,28,0,22500,0,828,207,828,3766,0.42
5,3,5,2,2,0,0,1,6,1,0,1,5,1,1,1,4,3,17,0,3,3,3,3,2,1,4,4,1,1,0,0,2,1,0,0,0,5,0,0,5,3,1,2,2,0,0,22.5,0,12,3,1,0,1,0,1,1,1,4,2,54.5,1,57500,0,931,931,931,12683,0.41
6,4,1,3,2,1,1,0,1,3,0,1,3,1,1,2,3,5,12,0,3,7,3,5,3,2,4,8,2,2,10,0,6,1,0,0,0,8,0,1,8,3,1,6,3,0,1,121,1,18,2,0,0,1,1,1,1,1,5,2,68,1,130000,0,3184,2784,2784,40713,0.41
2,4,5,3,2,1,0,0,6,3,0,1,5,0,1,1,3,4,17,0,3,7,3,4,3,2,4,4,1,8,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,1,7.5,1,18,4,1,0,1,0,1,0,1,5,2,57,0,130000,0,2543,2543,0,1689,0.39
2,3,6,2,2,0,0,0,1,2,0,1,3,1,1,1,4,3,17,0,2,3,2,2,2,1,2,1,2,1,1,0,2,1,0,0,0,5,0,0,0,0,0,4,2,0,0,5,0,12,3,0,0,0,0,1,0,1,5,1,75,1,37500,0,2240,1120,0,5868,0.65
8,1,0,1,1,0,0,1,16,4,1,0,10,1,1,1,3,4,3,1,8,3,3,2,3,2,4,8,1,5,0,0,10,1,0,0,0,4,0,0,0,0,0,1,3,0,0,21,0,7,4,1,0,0,0,1,1,1,3,2,24.5,0,47500,0,1256,1256,314,9290,0.56
2,2,6,2,1,0,0,0,3,2,0,0,5,0,1,1,4,3,7,1,0,7,3,2,1,1,4,8,1,1,0,0,2,1,1,0,0,4,0,0,0,0,0,3,1,1,0,0,0,12,2,0,0,0,0,0,1,1,2,2,57.5,0,37500,0,1271,1271,318,5169,0.46
6,3,5,3,2,1,1,1,1,4,0,0,7,1,0,1,3,3,7,1,1,3,3,4,1,1,4,8,0,0,0,0,0,0,0,0,0,6,1,0,6,3,1,3,1,0,0,10.5,1,12,3,1,0,0,0,1,1,4,5,4,22.25,0,17500,1,1729,1329,1329,6521,0.53
5,2,0,1,1,0,0,1,1,4,0,0,5,1,1,1,4,4,2,1,0,0,0,2,1,1,8,8,0,0,0,0,0,0,0,0,0,3,0,1,3,2,0,0,0,0,0,31.5,0,4,4,0,0,1,1,1,0,2,1,1,67,1,8750,1,590,590,590,16486,0.59
6,3,6,4,2,2,1,1,3,4,0,1,10,1,1,2,3,4,7,0,3,7,3,2,2,2,4,4,2,2,1,0,2,1,0,0,0,8,0,0,8,3,1,2,3,1,0,24,0,18,3,1,0,0,0,1,0,1,4,2,63.5,1,47500,0,3584,3184,3184,10231,0.55
6,2,3,3,2,0,0,1,6,3,1,0,7,0,1,2,4,3,12,2,8,13,3,6,3,2,8,12,2,10,1,0,10,1,0,0,1,5,0,1,5,3,1,6,3,1,0,55,1,12,4,1,0,1,1,1,1,1,6,4,26.5,0,110000,0,2557,1437,1437,24563,0.45
6,3,5,3,2,1,1,1,1,3,1,1,7,1,1,1,5,4,3,1,1,3,3,1,3,2,2,2,1,2,0,0,2,1,0,0,0,10,0,0,10,3,1,6,3,1,0,42,0,0,3,1,0,0,0,1,1,1,6,1,37,0,110000,0,3482,3082,1735,4367,0.49
7,1,6,4,3,1,1,1,1,3,0,1,1,1,1,2,3,4,7,1,5,7,3,2,2,1,4,4,1,2,0,0,6,1,0,0,0,10,0,0,10,3,1,6,3,1,0,22.5,0,22,4,1,0,0,0,1,1,1,7,3,35.666666666666664,0,130000,0,3505,3105,3105,20630,0.35
2,1,5,3,2,0,1,1,6,4,1,0,10,1,1,2,1,4,7,1,5,7,3,2,2,1,4,4,3,2,2,1,10,1,0,0,1,9,0,0,9,2,1,6,2,1,0,64,1,18,3,1,0,0,0,1,1,1,5,3,22.666666666666668,0,110000,0,3038,1424,1424,12355,0.53
1,3,5,3,1,0,0,1,3,4,0,1,1,1,1,1,4,3,7,0,0,3,3,4,2,1,2,2,0,0,0,0,2,0,0,0,1,5,0,1,5,3,0,3,1,1,0,2.5,0,12,3,1,0,0,1,1,1,1,4,1,52,0,32500,0,516,516,516,8519,0.48
5,7,2,3,2,0,0,0,1,1,0,1,10,0,0,1,4,3,3,0,0,3,2,4,3,2,4,1,1,2,0,0,2,1,0,0,1,6,0,0,6,1,1,3,1,0,0,5,1,12,3,1,0,0,0,0,1,1,0,3,42.333333333333336,0,37500,0,1564,1564,1564,5501,0.5
6,3,5,2,1,1,1,0,1,4,0,0,7,0,0,1,4,3,3,0,0,3,3,2,2,1,12,12,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,1,0,10.5,1,7,4,1,0,0,0,0,0,1,2,1,85,1,8750,1,2626,1192,1192,4327,0.6
2,3,2,2,1,0,0,1,9,4,1,0,7,1,1,1,3,3,7,0,0,3,3,3,3,2,12,12,2,10,2,0,2,1,0,0,0,5,0,1,0,0,0,4,3,1,0,56.5,0,12,3,1,0,1,1,1,1,2,3,1,58,1,42500,0,2126,2126,1276,10617,0.43
2,1,5,2,1,0,0,1,16,3,0,0,10,1,1,1,4,3,2,0,0,7,3,1,3,2,2,4,0,0,0,0,0,0,1,0,0,4,0,1,4,1,0,0,0,1,0,8,0,7,4,0,0,0,1,1,0,1,2,2,78,1,22500,0,1638,1638,1638,8263,0.45
2,2,6,3,1,0,0,0,6,3,1,1,18,0,1,1,1,5,12,1,8,13,3,5,3,2,12,12,3,10,5,1,6,1,0,0,1,8,0,0,0,0,0,0,0,1,0,21,1,12,2,1,0,0,0,0,1,1,2,5,23.8,0,130000,0,2480,1980,555,17158,0.59
1,3,0,1,1,0,0,0,9,3,0,0,10,0,0,1,4,3,12,0,0,0,0,1,2,1,4,4,1,8,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,68,0,4,4,1,0,0,0,0,0,1,5,1,45,0,52500,0,552,0,0,1397,0.39
1,1,0,1,1,0,0,1,6,2,1,1,7,1,0,1,4,3,2,0,1,0,0,1,2,2,2,1,2,10,5,0,0,1,0,0,0,3,0,0,3,3,0,0,0,0,0,15.5,0,4,2,1,0,1,0,1,1,4,6,2,28.5,0,52500,0,667,667,667,1443,0.7
2,4,5,4,2,0,0,0,16,2,1,0,7,0,1,2,4,3,3,1,3,3,3,4,3,2,4,4,2,8,1,0,2,1,0,0,1,8,1,0,8,1,0,3,1,1,0,21,0,12,2,1,0,1,0,0,0,1,5,2,62.5,1,47500,0,2452,1925,1925,5664,0.58
4,4,6,3,2,1,0,0,6,1,0,0,10,0,0,1,4,3,17,0,3,7,2,6,2,2,8,4,1,2,0,0,2,1,1,0,1,7,0,1,7,2,0,3,1,1,0,7.5,0,12,4,0,0,1,1,0,0,1,1,5,38,0,27500,1,1983,1815,1815,13373,0.5
