YEARMADERANGE,WALLTYPE,ROOFTYPE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,INTERNET,WELLPUMP,AQUARIUM,STEREO,BATTOOLS,HEATROOM,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
5,5,0,1,1,0,0,1,6,1,0,0,7,1,1,1,4,3,7,0,0,0,0,1,2,2,12,8,1,2,0,0,1,0,0,1,0,3,0,0,3,1,0,1,0,0,0,10.5,1,2,4,1,0,1,0,1,0,1,4,1,75.0,1,12500,1,624,624,624,4840,0.4
5,2,2,3,2,0,0,1,3,4,0,0,18,1,1,2,4,3,7,1,0,3,3,2,3,4,12,8,0,0,0,0,0,0,0,0,0,6,0,1,6,3,1,6,2,0,0,10.5,1,22,3,0,0,1,1,1,0,2,3,2,57.5,0,47500,0,1600,1600,1600,14706,0.48
2,3,6,3,1,0,1,0,6,4,0,0,10,0,1,1,3,4,7,0,5,7,3,3,2,2,4,8,3,10,2,1,1,0,0,1,2,6,0,0,6,1,0,4,1,0,0,33.0,0,12,3,1,0,0,0,0,2,1,2,1,56.0,0,17500,0,2304,2304,2054,5321,0.56
8,4,5,3,2,0,1,1,9,3,0,1,10,1,0,1,3,4,3,1,5,3,3,4,3,4,12,2,2,8,1,0,1,0,1,0,2,7,0,1,7,3,1,2,2,0,0,36.0,1,12,3,1,0,1,1,1,1,1,1,3,20.0,0,62500,0,3240,2840,2840,13031,0.35
4,1,0,4,2,0,0,0,3,3,0,0,10,0,0,1,4,3,7,0,0,0,0,4,2,1,4,4,1,5,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,45.0,1,7,3,1,0,0,0,0,2,2,4,4,23.75,0,32500,1,1424,1424,0,5236,0.5
5,3,6,3,3,0,1,1,9,2,0,0,10,1,1,2,3,5,3,1,3,7,3,4,2,1,4,4,3,10,5,1,1,0,1,0,6,8,0,0,0,0,0,3,2,0,0,21.0,1,12,4,1,0,0,0,1,0,1,4,3,56.0,1,67500,0,3286,3036,196,9649,0.56
4,4,2,3,2,0,1,1,6,3,0,1,5,1,1,1,4,4,7,1,0,7,2,4,3,2,8,12,3,10,10,1,1,0,0,1,2,5,0,1,0,0,0,0,0,0,0,0.0,1,7,3,0,0,1,1,1,0,0,3,4,20.75,0,22500,1,2238,1532,0,16249,0.54
7,4,7,3,2,0,1,0,6,2,1,0,5,0,1,1,3,5,7,0,8,3,3,3,1,1,8,4,1,5,0,0,1,0,0,1,2,5,0,0,5,3,1,4,2,0,0,47.0,1,7,3,1,0,0,0,1,0,1,3,2,86.0,1,42500,0,3017,2617,2617,11599,0.46
4,3,0,2,1,0,0,1,3,2,0,1,5,1,1,2,4,4,3,0,1,3,3,2,2,1,4,4,2,2,1,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,5.0,0,7,3,1,0,0,0,1,1,6,2,3,20.0,0,17500,1,762,762,508,6883,0.5
2,1,8,3,1,1,1,0,6,2,0,1,10,0,0,2,3,4,22,1,1,3,0,6,2,1,4,2,1,2,0,0,1,0,0,1,0,6,0,0,0,0,0,3,1,0,0,24.0,0,12,3,1,0,0,0,0,0,2,2,3,62.333333333333336,1,62500,0,1734,1484,408,9560,0.6
5,3,0,1,1,0,0,1,6,4,0,0,10,1,1,1,4,3,7,0,0,0,0,1,2,2,2,2,1,10,0,0,1,0,0,1,2,3,0,0,0,0,0,1,1,0,0,2.5,0,4,4,1,0,1,0,1,0,1,1,1,42.0,0,8750,1,544,544,0,2869,0.61
8,1,5,3,2,0,1,1,16,1,0,0,5,1,0,1,3,3,3,0,0,3,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,6,0,1,6,2,1,2,0,1,0,5.0,0,22,4,0,0,1,1,1,1,6,2,5,18.4,0,42500,0,3098,1558,1558,14019,0.49
5,3,5,4,3,0,1,1,6,3,1,0,5,1,1,2,4,3,22,1,3,3,3,1,2,1,2,2,2,2,1,0,1,0,0,1,6,9,0,0,9,3,1,1,2,0,0,18.5,1,22,4,1,0,0,0,1,0,1,5,2,58.0,1,77500,0,4140,3740,3740,7037,0.59
1,2,6,3,2,1,1,1,9,2,0,0,7,1,1,2,2,4,2,0,2,3,2,2,3,3,2,2,2,2,2,0,1,0,0,1,6,6,0,0,6,1,1,1,2,1,0,10.0,0,18,3,1,0,0,0,1,1,1,5,2,28.5,0,57500,0,5043,4793,4793,4500,0.59
3,4,0,3,2,0,0,0,9,3,0,0,5,0,1,1,4,3,3,0,3,0,0,2,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,7,3,1,0,0,0,0,2,1,2,3,47.666666666666664,0,27500,0,966,0,193,3643,0.37
4,1,5,3,2,0,0,1,3,2,0,0,1,1,1,1,4,4,17,0,2,1,3,1,2,2,4,8,2,1,1,0,1,0,0,1,0,6,0,1,6,3,1,6,3,0,0,10.5,0,12,4,0,0,1,1,1,2,1,6,1,67.0,1,37500,0,1596,1596,1596,15762,0.46
6,4,4,3,2,1,0,0,9,3,1,1,10,0,1,1,3,4,22,1,3,3,3,4,3,2,4,4,1,5,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,21.0,1,12,3,1,0,0,0,0,0,1,3,2,74.5,1,130000,0,3024,3024,0,4947,0.4
4,1,0,0,1,0,0,0,0,1,0,0,10,0,0,1,4,4,3,0,0,0,0,2,3,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112.5,0,0,3,1,0,0,0,0,1,1,2,4,17.75,0,22500,1,506,0,0,4606,0.39
5,1,5,3,2,0,1,1,9,3,1,0,7,1,1,2,5,5,2,0,3,7,3,1,2,2,4,4,1,5,0,0,1,0,0,0,2,7,1,1,7,3,1,4,3,1,0,5.0,1,18,3,0,0,1,1,1,0,1,5,2,66.0,1,62500,0,2056,1656,1656,13502,0.51
3,1,5,4,2,1,1,1,3,3,0,0,5,1,0,2,5,4,3,0,0,7,3,7,1,2,4,8,1,1,0,0,1,0,0,0,2,7,0,0,7,1,1,1,2,0,0,42.0,1,12,2,1,0,1,0,1,1,0,3,4,21.0,0,52500,0,2460,2060,1010,15589,0.54
4,4,5,2,1,0,1,1,1,1,0,1,7,1,0,1,4,3,7,0,0,3,2,0,0,0,0,0,2,10,10,0,1,0,0,0,2,4,0,0,4,1,1,0,0,1,0,5.0,1,18,4,1,0,0,0,1,0,4,2,3,24.666666666666668,0,22500,1,1650,1250,1250,5751,0.34
2,1,5,2,1,1,0,0,9,4,1,0,18,0,1,1,4,3,7,0,0,13,2,4,3,1,4,8,1,8,0,0,1,0,0,1,2,5,0,0,5,3,0,3,3,0,0,37.0,0,12,3,1,0,1,0,0,0,0,3,7,20.428571428571427,0,57500,0,1510,1497,1510,10226,0.5
4,1,5,4,2,0,1,0,9,3,0,0,7,1,0,1,3,5,2,0,3,7,3,5,3,3,2,2,2,10,1,0,1,0,0,1,0,9,0,1,9,3,1,4,3,1,0,10.0,0,12,2,0,0,1,1,1,2,1,3,3,23.666666666666668,0,52500,0,2300,1900,1900,20770,0.39
4,4,5,3,2,1,1,1,9,2,0,1,7,1,1,1,4,4,12,0,5,7,3,5,3,2,4,8,4,5,2,2,1,0,0,1,10,7,0,0,7,3,0,5,3,0,1,52.5,1,12,3,1,0,0,0,1,1,1,2,4,35.75,0,130000,0,2760,2360,2360,14017,0.49
5,2,1,4,4,1,1,0,6,1,1,0,7,1,0,2,3,4,7,0,5,3,3,3,2,1,2,8,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,50.0,1,12,4,1,0,0,0,1,2,1,2,4,45.0,0,110000,0,4325,0,0,11321,0.39
7,1,0,1,1,0,0,0,0,0,0,0,10,0,0,1,4,3,7,0,0,0,0,1,2,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,34.5,0,4,4,1,0,0,0,0,0,4,1,2,79.0,1,17500,1,446,446,446,701,0.53
1,3,5,3,1,0,0,0,9,2,1,1,10,0,0,1,3,4,12,1,0,3,3,2,2,1,8,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,55.5,0,18,1,1,0,1,0,0,0,2,2,2,64.0,1,22500,0,1662,1610,223,10232,0.54
8,4,5,4,4,0,0,0,6,1,1,0,5,1,1,2,1,5,3,2,8,7,3,7,3,3,4,4,5,5,2,2,1,1,0,0,6,8,0,1,8,3,1,4,3,0,0,94.0,1,12,4,0,0,1,1,1,1,1,3,3,52.333333333333336,0,130000,0,8064,6451,6451,30686,0.4
6,3,2,3,2,0,0,0,6,3,0,0,7,0,1,3,3,5,3,1,0,7,3,3,3,2,12,12,3,5,5,2,1,0,0,0,6,5,0,1,5,3,0,2,3,0,0,10.5,0,12,3,1,0,1,1,0,0,1,5,3,39.333333333333336,1,62500,0,1280,1280,1280,22261,0.56
6,1,5,4,4,3,1,0,6,1,0,0,5,1,1,1,5,4,17,1,5,13,3,7,2,1,4,8,2,1,1,0,1,0,0,1,2,10,1,0,10,1,1,2,1,1,0,0.0,0,30,4,1,0,0,0,1,0,1,5,2,73.0,1,130000,0,6774,6124,3523,13717,0.6
6,3,6,3,2,0,1,1,28,3,1,1,10,1,1,2,4,4,12,1,5,13,3,2,2,5,12,12,2,10,10,0,1,0,0,0,10,7,0,0,7,2,0,0,0,0,0,10.5,1,18,4,1,0,0,0,1,0,1,4,3,41.333333333333336,1,92500,0,3404,2754,2754,15923,0.58
1,1,5,3,1,0,0,1,16,2,0,0,10,1,1,1,4,3,7,0,0,0,0,4,3,2,2,2,1,1,0,0,0,0,0,0,2,6,0,0,6,1,0,0,0,0,0,45.0,0,7,2,1,0,0,0,1,0,1,2,5,32.2,0,6250,1,1659,829,829,8587,0.49
8,3,5,3,2,1,1,1,6,4,1,0,5,1,0,2,5,5,3,0,3,3,3,3,2,3,8,8,0,0,0,0,0,0,0,1,2,6,1,1,6,1,0,0,0,0,0,50.5,1,7,4,1,0,0,1,1,0,1,2,2,71.5,1,52500,0,2802,2152,2152,6988,0.59
1,3,5,4,1,1,0,1,6,4,1,0,7,1,1,1,4,4,12,1,3,3,3,1,2,1,4,4,2,8,5,0,1,0,0,0,2,6,0,1,5,3,0,2,3,1,0,10.5,1,7,3,1,0,1,1,1,1,1,3,2,49.0,0,47500,0,2465,1141,1141,9402,0.61
6,5,2,3,1,0,0,1,6,2,0,0,5,1,1,1,1,3,12,0,0,3,3,4,1,1,8,4,1,5,0,0,1,0,0,1,0,5,0,1,5,3,0,4,2,0,0,18.0,0,12,4,0,0,1,1,1,0,2,2,4,20.75,0,27500,1,1275,1275,1275,16092,0.41
6,3,5,3,2,0,0,1,3,3,0,1,5,1,1,1,1,3,7,0,3,3,3,3,2,2,12,12,2,2,1,0,1,0,0,1,0,5,0,1,5,3,0,4,3,1,0,5.0,1,7,3,0,0,1,1,1,1,1,2,1,37.0,0,32500,0,1138,1138,1138,12557,0.43
3,3,5,3,1,2,0,0,6,4,1,1,7,0,1,2,4,4,3,0,5,7,3,3,2,2,4,8,2,2,1,0,1,0,0,0,2,9,1,0,9,3,1,1,0,1,0,56.0,1,18,3,1,0,0,0,0,1,1,6,3,44.666666666666664,0,130000,0,2548,2548,2548,8357,0.53
3,2,5,2,1,0,0,1,1,4,1,1,7,1,0,1,4,4,12,0,3,3,3,2,2,1,8,12,1,2,0,0,1,0,0,0,0,4,0,0,4,1,1,3,3,1,0,18.5,1,4,3,1,0,1,0,1,0,1,3,1,56.0,0,12500,1,1472,1472,1472,5846,0.45
5,3,5,3,2,0,1,1,3,4,1,0,3,1,0,1,3,3,2,1,1,3,2,2,3,2,4,8,1,5,0,0,1,0,1,1,2,6,0,1,6,2,1,4,3,1,0,2.5,0,12,3,0,0,1,1,1,1,1,2,2,25.0,0,47500,0,1899,1649,1649,10602,0.52
3,1,5,4,1,0,1,0,1,2,1,0,18,1,1,2,3,4,12,1,3,3,2,4,3,4,2,4,3,2,1,1,1,1,0,1,2,10,0,0,5,3,1,2,1,0,0,10.0,0,22,4,0,0,1,0,1,1,1,2,3,52.333333333333336,0,110000,0,3630,3380,1117,14284,0.48
3,0,5,3,2,0,0,0,9,3,0,1,7,0,1,1,3,4,2,1,0,13,3,3,2,1,12,12,1,5,0,0,1,0,0,1,10,5,0,0,5,2,0,4,3,1,0,36.0,0,12,2,1,0,0,0,0,1,1,4,5,21.6,0,82500,0,1620,1620,1620,13439,0.43
5,4,5,3,1,1,1,0,1,3,1,0,5,0,1,1,5,3,3,0,0,3,3,3,1,1,2,4,2,5,1,0,1,0,0,1,6,2,0,0,0,0,0,0,0,0,0,5.0,0,12,2,1,0,0,0,0,1,3,3,2,46.5,0,130000,0,1600,540,270,2630,0.34
7,3,5,3,2,1,1,1,9,2,1,0,7,1,1,1,5,4,7,1,5,3,3,1,2,2,8,8,2,2,1,0,1,0,0,0,0,6,0,0,0,0,0,1,2,1,0,26.0,0,12,4,1,0,0,0,1,0,1,3,2,75.0,1,130000,0,2279,1879,313,5131,0.48
6,1,6,4,3,1,1,1,16,2,0,1,10,1,1,2,3,4,7,0,8,13,3,4,3,3,4,2,3,10,2,1,1,0,0,0,2,9,1,0,9,1,1,4,2,0,0,71.0,1,22,3,1,0,0,0,1,1,1,6,6,18.666666666666668,0,110000,0,3990,3590,3590,13006,0.57
1,1,5,3,2,0,0,0,6,3,1,1,18,0,0,1,4,4,12,1,0,13,2,3,2,1,4,8,1,1,0,0,0,0,0,1,0,8,0,0,0,0,0,1,3,1,0,5.0,0,22,2,1,0,1,0,0,1,1,2,7,24.142857142857142,0,32500,1,2128,1826,0,5239,0.6
7,5,5,3,2,1,1,1,1,1,1,0,1,1,1,2,3,4,7,1,1,3,3,3,3,4,1,4,2,1,1,0,1,0,0,0,2,8,0,1,8,3,0,2,2,0,0,21.0,0,22,4,0,0,1,1,1,1,1,2,3,15.333333333333334,0,62500,0,5628,5228,5228,21410,0.39
4,2,0,2,1,1,0,1,9,1,0,1,7,1,0,1,4,3,12,0,2,3,2,2,3,2,4,4,0,0,0,0,0,0,0,0,2,4,0,0,4,2,1,2,1,0,0,21.0,1,22,2,1,0,1,0,1,1,1,5,1,49.0,0,62500,0,1105,884,884,4365,0.5
5,5,2,4,2,0,0,0,6,2,0,1,7,0,0,3,4,4,3,1,0,3,3,2,3,4,4,4,1,1,0,0,1,1,0,0,2,5,0,0,5,1,0,7,2,0,0,42.0,0,7,3,0,1,1,0,0,2,1,3,2,66.5,0,22500,0,2388,1706,1706,18139,0.39
1,2,6,2,1,0,0,1,3,4,1,1,10,1,1,1,3,5,2,0,0,3,3,3,2,1,4,4,3,8,1,1,1,0,0,1,2,5,1,1,5,3,1,4,3,1,0,22.5,0,12,3,1,0,0,1,1,0,1,4,2,57.0,0,87500,0,1044,1044,1044,10409,0.45
4,3,5,3,1,0,0,1,6,2,0,1,7,1,1,1,5,4,3,1,3,3,2,4,3,2,2,4,1,1,0,0,1,0,0,1,6,6,0,1,6,3,0,3,2,0,0,31.5,0,12,3,0,0,1,1,1,0,1,2,2,58.0,1,110000,0,1395,1395,1395,44225,0.44
2,4,5,3,3,0,1,0,0,2,0,1,3,0,0,1,3,4,12,0,0,3,3,3,1,1,4,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40.0,0,12,2,1,0,0,0,0,2,1,3,3,48.333333333333336,0,22500,1,3479,0,0,8251,0.42
1,2,5,3,1,0,0,1,9,3,0,0,10,1,1,1,4,3,2,1,0,13,3,2,2,2,4,4,2,2,1,0,1,0,1,1,6,5,0,0,0,0,0,1,2,0,0,15.5,0,12,2,1,0,0,0,1,2,1,2,3,27.0,0,110000,0,1346,1122,0,12368,0.61
4,3,3,2,1,0,0,1,1,2,0,0,5,1,1,1,1,3,22,0,0,3,3,2,3,2,2,2,1,2,0,0,1,0,0,1,10,5,1,0,5,1,0,0,0,0,0,18.5,0,7,2,1,0,0,0,1,1,3,2,1,48.0,0,22500,0,816,816,816,4407,0.72
6,3,3,3,2,0,0,1,9,2,1,1,10,1,1,1,4,4,7,0,8,13,3,2,2,2,4,8,2,2,5,0,1,0,0,0,0,5,0,1,5,3,0,2,1,1,0,57.5,0,12,3,0,0,1,1,1,1,1,4,4,36.0,0,62500,0,1280,1280,1280,4798,0.44
5,2,5,3,2,1,1,1,6,3,0,0,10,1,1,2,3,3,7,0,8,13,3,1,2,2,2,2,2,10,5,0,1,1,0,1,2,8,0,1,8,1,1,1,1,1,0,42.0,1,12,3,0,0,1,1,1,1,1,8,4,34.0,0,110000,0,4152,3014,3014,21228,0.4
6,3,3,1,1,0,0,0,1,4,1,1,10,0,1,1,1,3,17,0,0,0,0,1,2,1,4,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2.5,0,7,2,0,0,1,1,0,0,1,2,1,58.0,0,12500,1,660,660,660,7249,0.38
1,2,5,2,1,0,0,1,6,4,0,1,7,1,0,1,4,3,2,0,1,0,0,2,2,2,8,8,1,5,0,0,1,0,0,1,0,3,0,0,3,3,0,1,1,0,0,2.5,0,7,3,1,0,1,0,1,1,2,4,1,25.0,0,12500,1,815,815,815,7515,0.42
5,4,0,2,2,0,0,1,6,3,1,0,5,1,1,1,4,3,2,0,0,3,2,2,3,2,8,8,1,5,0,0,1,0,0,1,2,4,1,1,4,3,0,1,2,0,0,31.0,0,4,3,0,0,1,1,1,0,1,4,1,65.0,1,32500,0,1062,1062,1062,10938,0.42
1,3,8,2,1,0,0,1,3,3,0,0,5,1,0,1,5,3,22,0,0,0,0,1,1,2,4,4,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,5.0,0,22,4,1,0,0,0,1,0,1,1,1,74.0,1,17500,0,1820,910,910,6473,0.45
7,1,5,3,2,0,1,1,3,3,1,0,10,1,1,1,3,4,3,0,5,3,3,2,2,1,2,4,0,0,0,0,0,0,0,0,2,5,0,1,5,3,0,2,1,0,0,88.0,0,7,4,0,0,1,1,1,1,1,4,4,14.25,0,42500,0,1500,1100,1100,10991,0.49
3,1,5,2,1,0,0,0,6,3,0,0,3,0,0,1,4,3,12,0,3,0,0,3,2,1,2,4,1,1,0,0,0,0,0,0,2,5,0,0,0,0,0,3,3,1,0,38.0,0,4,3,1,0,0,0,0,1,2,5,2,35.0,0,22500,0,540,540,108,4575,0.6
2,5,8,3,2,0,0,1,6,3,0,0,10,1,1,2,5,5,3,0,8,7,3,3,3,2,8,4,1,2,0,0,1,1,0,0,0,4,0,1,4,3,1,1,2,0,0,26.0,0,12,3,0,0,1,1,1,2,1,3,3,38.333333333333336,0,82500,0,1827,1827,1827,21676,0.42
3,1,6,3,1,1,0,1,28,3,1,0,5,1,1,1,4,4,3,0,3,7,3,4,3,2,8,4,1,1,0,0,1,0,0,0,0,6,1,0,6,3,0,2,3,1,0,14.5,1,12,2,1,0,1,0,1,0,1,0,5,41.8,1,47500,0,1200,1200,1200,10844,0.46
4,1,6,2,1,1,1,1,3,3,1,0,5,1,1,1,4,4,7,0,1,3,3,2,2,2,2,4,2,8,2,0,1,0,0,0,0,4,0,1,4,3,0,1,2,1,0,27.5,0,7,3,1,0,0,1,1,1,1,6,2,28.5,0,72500,0,1323,1073,1073,5545,0.46
1,2,5,4,1,1,0,1,6,2,0,1,7,1,1,2,4,4,7,0,0,3,3,9,3,2,4,4,4,8,5,2,1,0,0,0,0,9,0,1,0,0,0,9,2,0,0,10.0,0,30,3,0,0,1,1,1,1,1,3,6,54.333333333333336,1,130000,0,2550,2550,850,12262,0.52
7,3,5,2,2,0,1,1,1,4,1,1,3,1,1,1,3,4,3,0,3,3,3,3,3,2,2,4,1,1,0,0,1,0,0,1,0,4,0,0,4,3,0,1,0,0,0,31.5,1,7,4,1,0,0,0,1,0,1,2,1,70.0,1,42500,0,4440,4040,4040,5666,0.5
6,3,2,2,3,0,1,1,3,3,1,0,10,1,1,2,5,4,12,0,3,7,3,1,1,2,12,12,0,0,0,0,0,1,0,0,0,7,1,1,7,3,0,4,1,1,0,5.0,0,22,4,1,0,1,1,1,0,1,4,1,84.0,1,47500,0,3840,3440,3440,15054,0.5
6,4,1,5,3,0,1,0,0,3,1,1,5,1,0,1,3,4,7,0,3,7,2,2,2,1,2,2,3,10,10,2,1,0,0,1,0,9,0,1,9,3,1,6,3,1,0,20.5,1,22,4,1,0,1,1,1,1,1,5,1,52.0,0,52500,0,4162,3512,3512,23972,0.4
4,1,5,3,2,0,1,0,6,4,0,0,5,0,0,1,3,4,3,0,0,7,3,5,3,2,4,12,2,8,5,0,1,0,0,1,2,6,0,0,6,2,1,1,1,0,0,21.0,1,12,3,1,0,1,0,0,0,1,3,5,28.6,0,52500,0,2826,2576,1492,9745,0.61
4,5,0,0,1,0,0,1,0,2,0,0,0,0,0,1,4,3,12,0,0,0,0,2,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.5,0,2,1,1,0,1,0,0,0,1,8,1,85.0,1,57500,0,552,552,552,5460,0.61
6,1,5,5,4,1,0,0,16,1,0,0,7,1,1,6,3,5,3,3,1,7,3,3,2,1,4,4,1,5,0,0,1,0,0,1,2,12,0,0,12,3,0,3,3,0,0,103.5,0,30,4,1,0,0,0,1,1,1,5,2,59.0,0,87500,0,7800,7800,7800,26704,0.36
8,1,5,3,2,0,1,1,1,4,0,0,1,1,1,2,0,1,7,0,1,1,3,3,1,1,4,4,0,0,0,0,0,0,0,0,2,6,0,1,6,1,0,4,1,1,0,22.5,0,7,4,0,0,1,1,1,1,1,3,2,17.5,0,37500,0,1519,1119,1119,11204,0.46
1,2,6,2,1,0,0,0,6,4,0,0,7,0,1,1,4,3,12,0,0,0,3,2,2,1,4,4,2,10,8,0,1,0,0,0,2,5,0,0,0,0,0,2,3,0,0,13.0,0,12,3,1,0,0,0,0,1,1,3,2,33.0,0,42500,0,2152,1045,0,2145,0.48
4,2,5,3,1,1,0,0,0,3,0,0,10,0,0,1,3,5,2,0,0,7,2,2,2,2,4,4,0,0,0,0,0,0,0,0,6,6,0,0,6,1,0,6,2,1,0,0.0,0,12,4,1,0,0,0,0,1,1,2,3,44.0,0,47500,0,1322,1322,1322,20889,0.44
4,2,5,4,2,1,1,1,9,1,1,0,7,1,1,1,5,5,3,0,3,3,3,2,3,2,1,2,8,10,2,2,1,0,0,1,10,9,0,0,0,0,0,9,3,0,1,10.0,1,22,4,0,0,0,0,1,1,1,5,2,52.5,0,57500,0,4262,4012,1862,13546,0.52
7,3,6,4,2,0,0,1,16,4,0,0,5,1,0,1,3,5,7,2,0,7,3,4,3,2,2,8,1,5,0,0,1,0,0,0,6,6,0,1,6,3,0,5,3,0,1,90.0,1,12,3,0,0,1,1,1,1,1,2,4,23.0,0,72500,0,1550,1550,1550,26169,0.42
5,2,5,4,2,1,1,1,9,3,0,0,10,1,1,1,3,4,2,1,8,7,3,5,3,2,12,12,5,10,2,2,1,1,0,0,2,10,0,0,0,0,0,9,2,1,0,10.5,0,18,4,0,0,1,0,1,0,1,3,5,29.8,0,82500,0,5090,3059,2310,13452,0.48
5,3,5,3,2,0,1,1,1,4,1,1,5,1,1,2,3,4,7,1,3,13,3,4,2,1,2,2,0,0,0,0,0,0,0,1,2,5,0,0,5,1,1,3,1,1,0,8.0,1,7,3,1,0,1,0,1,2,1,3,1,65.0,1,22500,0,1140,1140,890,5002,0.72
6,1,0,1,1,0,0,1,9,3,0,0,10,1,1,1,4,3,17,0,5,0,0,1,1,1,4,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1,1,0,10.5,1,2,3,1,0,1,0,1,1,1,3,1,59.0,0,32500,0,649,649,162,3602,0.63
2,0,6,2,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,2,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,2.5,0,12,2,0,0,0,1,1,1,2,2,1,49.0,0,22500,0,2400,800,0,1731,0.41
3,4,0,1,1,0,0,1,6,3,1,1,1,1,1,1,4,3,7,0,0,0,0,1,2,2,8,12,2,2,2,0,1,0,0,1,2,4,0,0,0,0,0,0,0,1,0,26.0,0,7,3,1,0,1,0,1,2,0,3,2,27.0,0,42500,0,741,741,185,3389,0.63
4,1,5,3,2,0,1,0,3,4,0,1,18,1,1,1,3,4,7,0,2,7,3,5,3,1,8,8,4,10,1,1,1,1,0,0,6,8,0,0,8,3,0,3,2,0,0,41.0,0,22,4,1,0,1,0,1,0,1,2,1,72.0,1,52500,0,5250,4850,4850,5549,0.56
6,1,5,4,3,0,1,1,6,3,1,1,7,1,0,1,4,3,12,1,3,3,3,2,2,1,8,8,2,5,1,0,1,0,0,1,0,6,0,1,6,2,1,6,1,0,0,8.0,0,12,3,0,0,1,1,1,0,1,4,2,75.5,1,57500,0,2372,1453,1453,24775,0.39
4,2,0,2,1,0,0,1,28,3,1,0,18,1,0,1,4,3,22,0,1,0,0,2,2,1,12,8,1,2,0,0,0,0,0,1,2,4,0,0,4,2,0,0,0,0,0,71.5,0,4,3,1,0,0,0,1,0,1,2,1,33.0,0,12500,1,840,840,840,17037,0.55
1,1,0,3,1,0,0,0,28,1,0,0,18,0,0,1,4,4,2,0,0,0,0,4,2,2,4,12,1,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2.5,0,7,3,1,0,0,0,0,0,1,2,5,18.0,1,12500,1,894,894,0,4998,0.57
5,4,0,2,1,1,0,1,1,1,1,0,3,1,1,1,4,3,7,0,0,3,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,2.5,1,4,3,1,0,0,0,1,1,4,3,1,40.0,0,22500,0,1177,1177,392,1280,0.65
8,4,0,2,2,0,0,0,1,3,1,0,10,0,0,1,4,3,3,0,2,3,3,0,0,0,0,0,1,10,0,0,1,0,0,0,0,5,0,0,5,3,0,0,0,0,0,26.0,1,30,4,1,0,0,0,0,1,1,5,1,50.0,0,62500,0,1109,1109,1109,5836,0.54
6,4,0,2,1,0,0,1,16,1,1,0,18,1,0,1,4,3,7,0,8,0,0,1,2,1,8,1,0,0,0,0,0,0,0,1,2,4,0,0,4,1,1,1,1,0,0,2.5,1,7,4,1,0,0,0,1,0,2,3,1,55.0,0,12500,1,860,860,860,2517,0.45
8,5,5,3,2,0,1,1,6,4,0,1,7,1,1,1,3,3,12,0,3,7,3,3,2,2,2,2,2,2,2,0,1,1,0,0,0,5,0,1,5,3,0,5,3,1,1,42.0,1,12,3,0,0,1,1,1,1,6,5,3,39.666666666666664,0,92500,0,3033,2633,2633,11618,0.31
2,5,0,5,1,0,0,0,3,2,0,1,18,0,0,1,4,4,7,0,0,13,0,5,2,1,2,4,0,0,0,0,0,0,0,0,0,7,1,0,7,1,0,1,3,0,0,23.5,0,12,3,1,0,0,0,0,1,1,1,11,10.272727272727273,0,12500,1,1118,1118,1118,10799,0.47
